Data Image Name;Original Image Name
0368.jpg;images/ADE/training/urban/street/ADE_train_00018094.jpg
0369.jpg;images/ADE/validation/urban/amphitheater/ADE_val_00001017.jpg
0370.jpg;images/ADE/training/urban/street/ADE_train_00017626.jpg
0371.jpg;images/ADE/validation/urban/street/ADE_val_00001869.jpg
0372.jpg;images/ADE/training/sports_and_leisure/park/ADE_train_00015050.jpg
0373.jpg;images/ADE/training/sports_and_leisure/park/ADE_train_00015018.jpg
0374.jpg;images/ADE/validation/urban/street/ADE_val_00001832.jpg
0375.jpg;images/ADE/training/urban/yard/ADE_train_00020142.jpg
0376.jpg;images/ADE/validation/sports_and_leisure/mini_golf_course__outdoor/ADE_val_00001546.jpg
0377.jpg;images/ADE/training/urban/street/ADE_train_00017985.jpg
0378.jpg;images/ADE/training/sports_and_leisure/amusement_park/ADE_frame_00000006.jpg
0379.jpg;images/ADE/training/transportation/airport_terminal/ADE_train_00001157.jpg
0380.jpg;images/ADE/training/cultural/day_care_center/ADE_train_00006621.jpg
0381.jpg;images/ADE/training/urban/street/ADE_train_00018289.jpg
0382.jpg;images/ADE/training/urban/street/ADE_train_00017450.jpg
0383.jpg;images/ADE/training/urban/street/ADE_train_00018451.jpg
0384.jpg;images/ADE/training/urban/street/ADE_train_00017719.jpg
0385.jpg;images/ADE/validation/urban/street/ADE_val_00000994.jpg
0386.jpg;images/ADE/validation/work_place/veterinarians_office/ADE_val_00000903.jpg
0387.jpg;images/ADE/training/urban/street/ADE_train_00017753.jpg
0388.jpg;images/ADE/validation/urban/plaza/ADE_val_00000710.jpg
0389.jpg;images/ADE/training/urban/convenience_store__outdoor/ADE_train_00006220.jpg
0390.jpg;images/ADE/training/urban/street/ADE_train_00017163.jpg
0391.jpg;images/ADE/training/shopping_and_dining/bookstore/ADE_train_00004385.jpg
0392.jpg;images/ADE/training/urban/street/ADE_train_00017669.jpg
0393.jpg;images/ADE/training/urban/weighbridge/ADE_train_00019913.jpg
0394.jpg;images/ADE/validation/urban/escalator__outdoor/ADE_val_00001342.jpg
0395.jpg;images/ADE/training/work_place/dairy__indoor/ADE_train_00006582.jpg
0396.jpg;images/ADE/training/home_or_hotel/kitchen/ADE_train_00010158.jpg
0397.jpg;images/ADE/training/sports_and_leisure/basketball_court__indoor/ADE_train_00002520.jpg
0398.jpg;images/ADE/training/work_place/cubicle__library/ADE_train_00006532.jpg
0399.jpg;images/ADE/training/shopping_and_dining/tobacco_shop__indoor/ADE_train_00019211.jpg
0400.jpg;images/ADE/training/shopping_and_dining/bar/ADE_frame_00000028.jpg
0401.jpg;images/ADE/training/urban/street/ADE_train_00017039.jpg
0402.jpg;images/ADE/training/urban/street/ADE_train_00017202.jpg
0403.jpg;images/ADE/validation/work_place/control_tower__indoor/ADE_val_00000276.jpg
0404.jpg;images/ADE/training/urban/street/ADE_train_00017937.jpg
0405.jpg;images/ADE/training/urban/street/ADE_train_00017473.jpg
0406.jpg;images/ADE/training/urban/street/ADE_train_00018197.jpg
0407.jpg;images/ADE/training/unclassified/outliers__meat_house/ADE_train_00014594.jpg
0408.jpg;images/ADE/training/unclassified/misc/ADE_train_00012488.jpg
0409.jpg;images/ADE/training/work_place/military_hospital/ADE_train_00011779.jpg
0410.jpg;images/ADE/training/unclassified/gymnasium_indoor/ADE_frame_00000169.jpg
0411.jpg;images/ADE/training/work_place/auto_mechanics__indoor/ADE_train_00002022.jpg
0412.jpg;images/ADE/training/sports_and_leisure/amusement_park/ADE_train_00001356.jpg
0413.jpg;images/ADE/training/cultural/science_museum/ADE_train_00016148.jpg
0414.jpg;images/ADE/training/urban/street/ADE_train_00018202.jpg
0415.jpg;images/ADE/training/urban/street/ADE_train_00017481.jpg
0416.jpg;images/ADE/training/unclassified/misc/ADE_train_00012635.jpg
0417.jpg;images/ADE/training/urban/street/ADE_train_00018560.jpg
0418.jpg;images/ADE/training/urban/street/ADE_train_00016861.jpg
0419.jpg;images/ADE/validation/unclassified/outliers__forklift/ADE_val_00000666.jpg
0420.jpg;images/ADE/training/sports_and_leisure/soccer_field/ADE_frame_00000266.jpg
0421.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001800.jpg
0422.jpg;images/ADE/training/urban/street/ADE_train_00017003.jpg
0423.jpg;images/ADE/training/transportation/baggage_claim/ADE_train_00002126.jpg
0424.jpg;images/ADE/training/urban/highway/ADE_train_00008990.jpg
0425.jpg;images/ADE/training/sports_and_leisure/beer_garden/ADE_train_00004238.jpg
0426.jpg;images/ADE/training/urban/street/ADE_train_00017242.jpg
0427.jpg;images/ADE/training/shopping_and_dining/mess_hall/ADE_train_00011769.jpg
0428.jpg;images/ADE/validation/urban/street/ADE_val_00000825.jpg
0429.jpg;images/ADE/training/urban/strip_mall/ADE_train_00018897.jpg
0430.jpg;images/ADE/validation/shopping_and_dining/flea_market__indoor/ADE_val_00000356.jpg
0431.jpg;images/ADE/training/urban/campus/ADE_frame_00000075.jpg
0432.jpg;images/ADE/training/urban/street/ADE_train_00017492.jpg
0433.jpg;images/ADE/validation/urban/street/ADE_val_00000845.jpg
0434.jpg;images/ADE/training/cultural/catwalk/ADE_train_00005331.jpg
0435.jpg;images/ADE/training/urban/skyscraper/ADE_train_00016496.jpg
0436.jpg;images/ADE/validation/urban/street/ADE_val_00001995.jpg
0437.jpg;images/ADE/training/work_place/office/ADE_train_00014005.jpg
0438.jpg;images/ADE/training/urban/street/ADE_train_00017602.jpg
0439.jpg;images/ADE/validation/unclassified/outliers__store/ADE_val_00000679.jpg
0440.jpg;images/ADE/validation/unclassified/outliers__threshing_floor/ADE_val_00000681.jpg
0441.jpg;images/ADE/training/urban/crosswalk/ADE_train_00000575.jpg
0442.jpg;images/ADE/training/urban/street/ADE_train_00017620.jpg
0443.jpg;images/ADE/training/urban/courthouse/ADE_train_00006396.jpg
0444.jpg;images/ADE/training/work_place/bindery/ADE_train_00004292.jpg
0445.jpg;images/ADE/training/sports_and_leisure/park/ADE_train_00015065.jpg
0446.jpg;images/ADE/training/urban/plaza/ADE_train_00015429.jpg
0447.jpg;images/ADE/training/urban/street/ADE_train_00018192.jpg
0448.jpg;images/ADE/training/urban/street/ADE_train_00018383.jpg
0449.jpg;images/ADE/training/urban/street/ADE_train_00017002.jpg
0450.jpg;images/ADE/training/urban/street/ADE_train_00016995.jpg
0451.jpg;images/ADE/training/urban/street/ADE_train_00017460.jpg
0452.jpg;images/ADE/training/sports_and_leisure/baseball_field/ADE_frame_00000035.jpg
0453.jpg;images/ADE/training/urban/street/ADE_train_00018319.jpg
0454.jpg;images/ADE/training/urban/street/ADE_train_00017182.jpg
0455.jpg;images/ADE/training/urban/street/ADE_train_00017440.jpg
0456.jpg;images/ADE/training/urban/street/ADE_train_00017973.jpg
0457.jpg;images/ADE/validation/shopping_and_dining/delicatessen/ADE_val_00000297.jpg
0458.jpg;images/ADE/training/shopping_and_dining/cafeteria/ADE_frame_00000071.jpg
0459.jpg;images/ADE/validation/urban/street/ADE_val_00000849.jpg
0460.jpg;images/ADE/validation/urban/street/ADE_val_00001808.jpg
0461.jpg;images/ADE/validation/cultural/natural_history_museum/ADE_val_00001635.jpg
0462.jpg;images/ADE/training/urban/street/ADE_train_00017181.jpg
0463.jpg;images/ADE/validation/urban/street/ADE_val_00000799.jpg
0464.jpg;images/ADE/training/urban/street/ADE_train_00017359.jpg
0465.jpg;images/ADE/training/urban/street/ADE_train_00016891.jpg
0466.jpg;images/ADE/training/urban/carport__freestanding/ADE_train_00005120.jpg
0467.jpg;images/ADE/training/unclassified/misc/ADE_train_00012685.jpg
0468.jpg;images/ADE/training/urban/pagoda/ADE_frame_00000231.jpg
0469.jpg;images/ADE/validation/cultural/art_gallery/ADE_val_00001033.jpg
0470.jpg;images/ADE/training/sports_and_leisure/fairway/ADE_train_00007695.jpg
0471.jpg;images/ADE/training/urban/street/ADE_train_00017714.jpg
0472.jpg;images/ADE/validation/work_place/reception/ADE_val_00001724.jpg
0473.jpg;images/ADE/training/urban/street/ADE_train_00017635.jpg
0474.jpg;images/ADE/training/transportation/subway_interior/ADE_train_00000956.jpg
0475.jpg;images/ADE/training/urban/street/ADE_train_00018217.jpg
0476.jpg;images/ADE/validation/urban/street/ADE_val_00000784.jpg
0477.jpg;images/ADE/training/urban/kasbah/ADE_train_00010080.jpg
0478.jpg;images/ADE/training/urban/street/ADE_train_00018562.jpg
0479.jpg;images/ADE/training/urban/street/ADE_train_00016989.jpg
0480.jpg;images/ADE/training/urban/street/ADE_train_00017220.jpg
0481.jpg;images/ADE/training/cultural/art_school/ADE_train_00001708.jpg
0482.jpg;images/ADE/validation/urban/street/ADE_val_00000777.jpg
0483.jpg;images/ADE/training/urban/alley/ADE_train_00001236.jpg
0484.jpg;images/ADE/validation/cultural/museum__indoor/ADE_val_00000563.jpg
0485.jpg;images/ADE/training/urban/street/ADE_train_00018209.jpg
0486.jpg;images/ADE/training/urban/fire_escape/ADE_frame_00000144.jpg
0487.jpg;images/ADE/training/urban/street/ADE_train_00017121.jpg
0488.jpg;images/ADE/training/urban/street/ADE_train_00017683.jpg
0489.jpg;images/ADE/validation/cultural/art_studio/ADE_val_00000037.jpg
0490.jpg;images/ADE/validation/transportation/airport_terminal/ADE_val_00001007.jpg
0491.jpg;images/ADE/training/urban/street/ADE_train_00017392.jpg
0492.jpg;images/ADE/training/unclassified/ice_skating_rink_outdoor/ADE_frame_00000187.jpg
0493.jpg;images/ADE/validation/urban/highway/ADE_val_00000413.jpg
0494.jpg;images/ADE/training/cultural/kindergarden_classroom/ADE_frame_00000192.jpg
0495.jpg;images/ADE/training/urban/street/ADE_train_00018010.jpg
0496.jpg;images/ADE/training/work_place/machine_shop/ADE_train_00011625.jpg
0497.jpg;images/ADE/training/sports_and_leisure/bullring/ADE_train_00000557.jpg
0498.jpg;images/ADE/training/shopping_and_dining/bakery__kitchen/ADE_train_00002144.jpg
0499.jpg;images/ADE/training/urban/street/ADE_train_00017857.jpg
0500.jpg;images/ADE/training/urban/street/ADE_train_00017040.jpg
0501.jpg;images/ADE/training/home_or_hotel/crawl_space/ADE_train_00006462.jpg
0502.jpg;images/ADE/training/urban/street/ADE_frame_00000277.jpg
0503.jpg;images/ADE/training/sports_and_leisure/gazebo__interior/ADE_train_00008581.jpg
0504.jpg;images/ADE/training/urban/street/ADE_train_00018556.jpg
0505.jpg;images/ADE/training/sports_and_leisure/park/ADE_frame_00000233.jpg
0506.jpg;images/ADE/training/urban/street/ADE_train_00018235.jpg
0507.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001777.jpg
0508.jpg;images/ADE/training/urban/street/ADE_train_00018021.jpg
0509.jpg;images/ADE/training/urban/street/ADE_train_00017882.jpg
0510.jpg;images/ADE/training/urban/street/ADE_train_00016860.jpg
0511.jpg;images/ADE/training/transportation/baggage_claim/ADE_train_00002133.jpg
0512.jpg;images/ADE/training/nature_landscape/sea_cliff/ADE_frame_00000257.jpg
0513.jpg;images/ADE/training/unclassified/misc/ADE_train_00012583.jpg
0514.jpg;images/ADE/training/urban/street/ADE_train_00018220.jpg
0515.jpg;images/ADE/training/urban/street/ADE_train_00018551.jpg
0516.jpg;images/ADE/training/work_place/cheese_factory/ADE_train_00005413.jpg
0517.jpg;images/ADE/training/work_place/elevator__door/ADE_train_00007540.jpg
0518.jpg;images/ADE/training/urban/street/ADE_train_00017554.jpg
0519.jpg;images/ADE/training/unclassified/misc/ADE_train_00012945.jpg
0520.jpg;images/ADE/validation/urban/bus_station__outdoor/ADE_val_00000217.jpg
0521.jpg;images/ADE/training/shopping_and_dining/gift_shop/ADE_train_00008641.jpg
0522.jpg;images/ADE/training/nature_landscape/sandbar/ADE_train_00016083.jpg
0523.jpg;images/ADE/validation/urban/street/ADE_val_00000826.jpg
0524.jpg;images/ADE/training/work_place/assembly_line/ADE_train_00001838.jpg
0525.jpg;images/ADE/training/urban/street/ADE_train_00017298.jpg
0526.jpg;images/ADE/training/urban/crosswalk/ADE_frame_00000129.jpg
0527.jpg;images/ADE/training/urban/street/ADE_train_00017325.jpg
0528.jpg;images/ADE/validation/shopping_and_dining/auto_showroom/ADE_val_00000053.jpg
0529.jpg;images/ADE/training/shopping_and_dining/coffee_shop/ADE_train_00005930.jpg
0530.jpg;images/ADE/training/sports_and_leisure/soccer_field/ADE_frame_00000267.jpg
0531.jpg;images/ADE/validation/urban/street/ADE_val_00000804.jpg
0532.jpg;images/ADE/training/urban/street/ADE_train_00018011.jpg
0533.jpg;images/ADE/training/urban/street/ADE_train_00017018.jpg
0534.jpg;images/ADE/training/urban/street/ADE_train_00018100.jpg
0535.jpg;images/ADE/training/urban/parking_lot/ADE_train_00015125.jpg
0536.jpg;images/ADE/training/urban/street/ADE_train_00017569.jpg
0537.jpg;images/ADE/training/work_place/office/ADE_train_00014033.jpg
0538.jpg;images/ADE/training/urban/street/ADE_train_00018228.jpg
0539.jpg;images/ADE/training/work_place/conference_room/ADE_train_00006075.jpg
0540.jpg;images/ADE/training/urban/street/ADE_train_00017319.jpg
0541.jpg;images/ADE/training/transportation/airplane_cabin/ADE_train_00001049.jpg
0542.jpg;images/ADE/validation/urban/alley/ADE_val_00000014.jpg
0543.jpg;images/ADE/training/urban/street/ADE_train_00017529.jpg
0544.jpg;images/ADE/training/urban/street/ADE_train_00017825.jpg
0545.jpg;images/ADE/training/urban/street/ADE_train_00017432.jpg
0546.jpg;images/ADE/training/urban/street/ADE_train_00018066.jpg
0547.jpg;images/ADE/training/sports_and_leisure/ball_pit/ADE_train_00002267.jpg
0548.jpg;images/ADE/validation/urban/street/ADE_val_00001816.jpg
0549.jpg;images/ADE/training/urban/street/ADE_train_00018150.jpg
0550.jpg;images/ADE/training/shopping_and_dining/bakery__shop/ADE_train_00002184.jpg
0551.jpg;images/ADE/training/urban/crosswalk/ADE_train_00006525.jpg
0552.jpg;images/ADE/training/urban/parking_lot/ADE_train_00015119.jpg
0553.jpg;images/ADE/validation/shopping_and_dining/beer_hall/ADE_val_00001185.jpg
0554.jpg;images/ADE/validation/urban/street/ADE_val_00000819.jpg
0555.jpg;images/ADE/training/urban/street/ADE_train_00016890.jpg
0556.jpg;images/ADE/training/shopping_and_dining/jewelry_shop/ADE_train_00010021.jpg
0557.jpg;images/ADE/training/sports_and_leisure/hot_tub__outdoor/ADE_train_00009499.jpg
0558.jpg;images/ADE/training/urban/street/ADE_train_00018134.jpg
0559.jpg;images/ADE/training/home_or_hotel/hotel_room/ADE_train_00009673.jpg
0560.jpg;images/ADE/training/urban/street/ADE_train_00016883.jpg
0561.jpg;images/ADE/training/urban/fountain/ADE_frame_00000156.jpg
0562.jpg;images/ADE/training/urban/street/ADE_train_00017598.jpg
0563.jpg;images/ADE/training/urban/street/ADE_train_00018498.jpg
0564.jpg;images/ADE/training/cultural/archive/ADE_train_00001558.jpg
0565.jpg;images/ADE/training/shopping_and_dining/bakery__shop/ADE_train_00002196.jpg
0566.jpg;images/ADE/training/sports_and_leisure/firing_range__indoor/ADE_train_00007883.jpg
0567.jpg;images/ADE/training/cultural/artists_loft/ADE_train_00001819.jpg
0568.jpg;images/ADE/training/urban/forest_road/ADE_frame_00000154.jpg
0569.jpg;images/ADE/training/urban/street/ADE_frame_00000285.jpg
0570.jpg;images/ADE/training/urban/highway/ADE_train_00009000.jpg
0571.jpg;images/ADE/training/unclassified/outliers__student_center/ADE_train_00014785.jpg
0572.jpg;images/ADE/training/urban/street/ADE_train_00017682.jpg
0573.jpg;images/ADE/training/urban/street/ADE_train_00018552.jpg
0574.jpg;images/ADE/training/urban/street/ADE_train_00018282.jpg
0575.jpg;images/ADE/validation/work_place/chicken_coop__indoor/ADE_val_00000242.jpg
0576.jpg;images/ADE/training/cultural/lab_classroom/ADE_train_00010765.jpg
0577.jpg;images/ADE/training/cultural/classroom/ADE_frame_00000106.jpg
0578.jpg;images/ADE/validation/urban/tunnel__road_outdoor/ADE_val_00000897.jpg
0579.jpg;images/ADE/validation/shopping_and_dining/banquet_hall/ADE_val_00001066.jpg
0580.jpg;images/ADE/validation/work_place/conference_room/ADE_val_00001273.jpg
0581.jpg;images/ADE/training/cultural/television_studio/ADE_train_00000961.jpg
0582.jpg;images/ADE/validation/urban/street/ADE_val_00000781.jpg
0583.jpg;images/ADE/training/urban/parking_lot/ADE_train_00015138.jpg
0584.jpg;images/ADE/training/transportation/car_interior__backseat/ADE_train_00005074.jpg
0585.jpg;images/ADE/training/urban/plaza/ADE_train_00015427.jpg
0586.jpg;images/ADE/training/shopping_and_dining/auto_showroom/ADE_train_00002049.jpg
0587.jpg;images/ADE/training/urban/street/ADE_train_00018093.jpg
0588.jpg;images/ADE/validation/urban/street/ADE_val_00001840.jpg
0589.jpg;images/ADE/training/urban/street/ADE_train_00017188.jpg
0590.jpg;images/ADE/training/cultural/music_studio/ADE_frame_00000219.jpg
0591.jpg;images/ADE/training/work_place/booth__indoor/ADE_train_00000553.jpg
0592.jpg;images/ADE/training/cultural/aquarium/ADE_train_00001491.jpg
0593.jpg;images/ADE/training/sports_and_leisure/martial_arts_gym/ADE_frame_00000210.jpg
0594.jpg;images/ADE/training/urban/street/ADE_train_00017127.jpg
0595.jpg;images/ADE/validation/unclassified/misc/ADE_val_00001576.jpg
0596.jpg;images/ADE/training/sports_and_leisure/baseball_field/ADE_frame_00000033.jpg
0597.jpg;images/ADE/validation/shopping_and_dining/beauty_salon/ADE_val_00000116.jpg
0598.jpg;images/ADE/training/urban/carport__outdoor/ADE_train_00005140.jpg
0599.jpg;images/ADE/validation/urban/street/ADE_val_00000837.jpg
0600.jpg;images/ADE/validation/urban/street/ADE_val_00001835.jpg
0601.jpg;images/ADE/training/urban/street/ADE_train_00017847.jpg
0602.jpg;images/ADE/training/unclassified/misc/ADE_train_00012924.jpg
0603.jpg;images/ADE/training/shopping_and_dining/market__indoor/ADE_train_00011664.jpg
0604.jpg;images/ADE/training/urban/street/ADE_train_00018589.jpg
0605.jpg;images/ADE/training/home_or_hotel/attic/ADE_train_00001961.jpg
0606.jpg;images/ADE/training/nature_landscape/beach/ADE_train_00003107.jpg
0607.jpg;images/ADE/training/home_or_hotel/bedroom/ADE_train_00000306.jpg
0608.jpg;images/ADE/training/urban/street/ADE_train_00017340.jpg
0609.jpg;images/ADE/training/urban/street/ADE_train_00017534.jpg
0610.jpg;images/ADE/training/shopping_and_dining/market__indoor/ADE_train_00011662.jpg
0611.jpg;images/ADE/training/urban/street/ADE_train_00017859.jpg
0612.jpg;images/ADE/training/shopping_and_dining/dining_hall/ADE_train_00006840.jpg
0613.jpg;images/ADE/validation/transportation/bus_interior/ADE_val_00001215.jpg
0614.jpg;images/ADE/training/urban/street/ADE_train_00018175.jpg
0615.jpg;images/ADE/validation/shopping_and_dining/checkout_counter/ADE_val_00001240.jpg
0616.jpg;images/ADE/validation/urban/street/ADE_val_00001834.jpg
0617.jpg;images/ADE/training/urban/street/ADE_train_00017947.jpg
0618.jpg;images/ADE/validation/shopping_and_dining/coffee_shop/ADE_val_00000265.jpg
0619.jpg;images/ADE/training/unclassified/misc/ADE_train_00013708.jpg
0620.jpg;images/ADE/training/urban/street/ADE_train_00017138.jpg
0621.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001801.jpg
0622.jpg;images/ADE/training/shopping_and_dining/bar/ADE_train_00002411.jpg
0623.jpg;images/ADE/validation/cultural/art_gallery/ADE_val_00000034.jpg
0624.jpg;images/ADE/validation/urban/igloo/ADE_val_00000442.jpg
0625.jpg;images/ADE/training/unclassified/misc/ADE_train_00012327.jpg
0626.jpg;images/ADE/training/urban/street/ADE_train_00017374.jpg
0627.jpg;images/ADE/training/urban/street/ADE_train_00017168.jpg
0628.jpg;images/ADE/training/shopping_and_dining/cybercafe/ADE_train_00006564.jpg
0629.jpg;images/ADE/training/urban/street/ADE_train_00017229.jpg
0630.jpg;images/ADE/training/transportation/dining_car/ADE_train_00006824.jpg
0631.jpg;images/ADE/validation/urban/street/ADE_val_00000842.jpg
0632.jpg;images/ADE/training/urban/street/ADE_train_00017051.jpg
0633.jpg;images/ADE/training/urban/street/ADE_train_00017916.jpg
0634.jpg;images/ADE/validation/shopping_and_dining/bakery__kitchen/ADE_val_00001057.jpg
0635.jpg;images/ADE/training/transportation/ferryboat__cargo_deck/ADE_train_00007751.jpg
0636.jpg;images/ADE/training/urban/street/ADE_train_00017013.jpg
0637.jpg;images/ADE/training/urban/street/ADE_train_00018071.jpg
0638.jpg;images/ADE/training/transportation/airport_terminal/ADE_train_00001094.jpg
0639.jpg;images/ADE/training/urban/alley/ADE_train_00001286.jpg
0640.jpg;images/ADE/training/urban/street/ADE_train_00017236.jpg
0641.jpg;images/ADE/training/shopping_and_dining/bakery__shop/ADE_train_00002154.jpg
0642.jpg;images/ADE/training/work_place/reception/ADE_train_00015722.jpg
0643.jpg;images/ADE/validation/transportation/bus_interior/ADE_val_00000215.jpg
0644.jpg;images/ADE/validation/urban/street/ADE_val_00001853.jpg
0645.jpg;images/ADE/validation/unclassified/misc/ADE_val_00000580.jpg
0646.jpg;images/ADE/training/urban/street/ADE_train_00017637.jpg
0647.jpg;images/ADE/training/urban/street/ADE_train_00018571.jpg
0648.jpg;images/ADE/training/urban/street/ADE_train_00017102.jpg
0649.jpg;images/ADE/training/urban/street/ADE_train_00018279.jpg
0650.jpg;images/ADE/training/urban/street/ADE_train_00016868.jpg
0651.jpg;images/ADE/training/transportation/airport_terminal/ADE_train_00001165.jpg
0652.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001772.jpg
0653.jpg;images/ADE/training/urban/street/ADE_train_00017227.jpg
0654.jpg;images/ADE/training/urban/street/ADE_train_00017676.jpg
0655.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001723.jpg
0656.jpg;images/ADE/training/unclassified/outliers__backstage_outdoor/ADE_train_00014305.jpg
0657.jpg;images/ADE/training/urban/street/ADE_train_00017074.jpg
0658.jpg;images/ADE/training/urban/street/ADE_train_00016887.jpg
0659.jpg;images/ADE/training/urban/street/ADE_train_00018077.jpg
0660.jpg;images/ADE/training/cultural/art_gallery/ADE_train_00001693.jpg
0661.jpg;images/ADE/training/unclassified/misc/ADE_train_00012779.jpg
0662.jpg;images/ADE/training/urban/street/ADE_train_00017513.jpg
0663.jpg;images/ADE/validation/urban/baptistry__outdoor/ADE_val_00001067.jpg
0664.jpg;images/ADE/validation/urban/street/ADE_val_00000798.jpg
0665.jpg;images/ADE/training/urban/street/ADE_train_00017126.jpg
0666.jpg;images/ADE/validation/work_place/military_hospital/ADE_val_00001544.jpg
0667.jpg;images/ADE/training/urban/street/ADE_train_00017782.jpg
0668.jpg;images/ADE/training/urban/street/ADE_train_00018393.jpg
0669.jpg;images/ADE/training/urban/street/ADE_train_00017963.jpg
0670.jpg;images/ADE/training/urban/street/ADE_train_00017853.jpg
0671.jpg;images/ADE/training/unclassified/balcony_interior/ADE_frame_00000021.jpg
0672.jpg;images/ADE/training/urban/street/ADE_train_00017231.jpg
0673.jpg;images/ADE/validation/cultural/science_museum/ADE_val_00001743.jpg
0674.jpg;images/ADE/training/urban/street/ADE_train_00017664.jpg
0675.jpg;images/ADE/training/transportation/ferryboat__cargo_deck/ADE_train_00007750.jpg
0676.jpg;images/ADE/training/shopping_and_dining/barbershop/ADE_train_00002421.jpg
0677.jpg;images/ADE/training/home_or_hotel/childs_room/ADE_frame_00000101.jpg
0678.jpg;images/ADE/training/shopping_and_dining/kiosk__indoor/ADE_train_00010127.jpg
0679.jpg;images/ADE/training/urban/street/ADE_train_00017738.jpg
0680.jpg;images/ADE/training/urban/street/ADE_train_00018148.jpg
0681.jpg;images/ADE/validation/unclassified/misc/ADE_val_00001580.jpg
0682.jpg;images/ADE/training/sports_and_leisure/batters_box/ADE_train_00003023.jpg
0683.jpg;images/ADE/training/work_place/reception/ADE_train_00015747.jpg
0684.jpg;images/ADE/training/sports_and_leisure/aquatic_theater/ADE_train_00001500.jpg
0685.jpg;images/ADE/training/sports_and_leisure/cardroom/ADE_train_00005098.jpg
0686.jpg;images/ADE/training/urban/street/ADE_frame_00000275.jpg
0687.jpg;images/ADE/training/urban/street/ADE_train_00017317.jpg
0688.jpg;images/ADE/training/urban/street/ADE_train_00017230.jpg
0689.jpg;images/ADE/training/urban/roundabout/ADE_train_00015970.jpg
0690.jpg;images/ADE/validation/urban/street/ADE_val_00000780.jpg
0691.jpg;images/ADE/training/urban/street/ADE_train_00016943.jpg
0692.jpg;images/ADE/training/urban/access_road/ADE_train_00001004.jpg
0693.jpg;images/ADE/validation/shopping_and_dining/cybercafe/ADE_val_00000293.jpg
0694.jpg;images/ADE/training/urban/street/ADE_train_00016901.jpg
0695.jpg;images/ADE/training/nature_landscape/canyon/ADE_frame_00000088.jpg
0696.jpg;images/ADE/training/urban/street/ADE_train_00017917.jpg
0697.jpg;images/ADE/training/unclassified/misc/ADE_train_00013187.jpg
0698.jpg;images/ADE/training/urban/street/ADE_train_00018063.jpg
0699.jpg;images/ADE/training/unclassified/cathedral_outdoor/ADE_frame_00000095.jpg
0700.jpg;images/ADE/training/urban/street/ADE_train_00016987.jpg
0701.jpg;images/ADE/training/urban/street/ADE_train_00017582.jpg
0702.jpg;images/ADE/training/unclassified/misc/ADE_train_00012976.jpg
0703.jpg;images/ADE/training/urban/street/ADE_train_00017248.jpg
0704.jpg;images/ADE/validation/unclassified/misc/ADE_val_00000618.jpg
0705.jpg;images/ADE/validation/sports_and_leisure/driving_range__outdoor/ADE_val_00001335.jpg
0706.jpg;images/ADE/training/urban/street/ADE_train_00017487.jpg
0707.jpg;images/ADE/training/transportation/carport__indoor/ADE_train_00005132.jpg
0708.jpg;images/ADE/training/urban/tollbooth/ADE_train_00019221.jpg
0709.jpg;images/ADE/training/urban/street/ADE_train_00017222.jpg
0710.jpg;images/ADE/training/unclassified/misc/ADE_train_00012338.jpg
0711.jpg;images/ADE/training/urban/street/ADE_train_00018178.jpg
0712.jpg;images/ADE/training/urban/street/ADE_train_00017552.jpg
0713.jpg;images/ADE/training/sports_and_leisure/park/ADE_train_00015009.jpg
0714.jpg;images/ADE/training/urban/street/ADE_train_00017562.jpg
0715.jpg;images/ADE/training/urban/street/ADE_train_00017923.jpg
0716.jpg;images/ADE/validation/work_place/cheese_factory/ADE_val_00000943.jpg
0717.jpg;images/ADE/training/urban/campus/ADE_frame_00000074.jpg
0718.jpg;images/ADE/training/urban/street/ADE_train_00016973.jpg
0719.jpg;images/ADE/training/urban/street/ADE_train_00016884.jpg
0720.jpg;images/ADE/training/urban/street/ADE_train_00017009.jpg
0721.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001741.jpg
0722.jpg;images/ADE/validation/shopping_and_dining/supermarket/ADE_val_00001877.jpg
0723.jpg;images/ADE/training/unclassified/lake_natural/ADE_frame_00000197.jpg
0724.jpg;images/ADE/training/unclassified/misc/ADE_train_00012836.jpg
0725.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001735.jpg
0726.jpg;images/ADE/training/sports_and_leisure/soccer_field/ADE_frame_00000269.jpg
0727.jpg;images/ADE/training/urban/street/ADE_train_00017235.jpg
0728.jpg;images/ADE/training/urban/army_base/ADE_frame_00000014.jpg
0729.jpg;images/ADE/training/urban/highway/ADE_train_00009215.jpg
0730.jpg;images/ADE/training/work_place/clean_room/ADE_train_00005652.jpg
0731.jpg;images/ADE/validation/urban/street/ADE_val_00000782.jpg
0732.jpg;images/ADE/training/urban/street/ADE_train_00017995.jpg
0733.jpg;images/ADE/training/cultural/art_gallery/ADE_train_00001650.jpg
0734.jpg;images/ADE/training/urban/street/ADE_train_00017310.jpg
0735.jpg;images/ADE/training/urban/street/ADE_train_00017280.jpg
0736.jpg;images/ADE/training/urban/archaelogical_excavation/ADE_train_00001541.jpg
